item_code,item_name,famille,sous_famille,sous_famille_code,nouveau_code,nouvelle_description
100800323,"MUFFLER 1"" (INLET AIR FILTER) B10-1",HY,HY-FI,FI,HY-FI-MUF-001,FILTRE HYDRAULIQUE [Type: RETOUR/ASP] [Seuil/µm] [Raccordement/Débit]
100800324,PRESSURE REGULATOR LR14DOMINI,PN,PN-RE,RE,PN-RE-PRE-001,REGULATEUR PRESSION [Filetage] [Plage/Bars] [Options: MANOMETRE/FILTRE]
100800334,FESTO PNEUMATIC CYLINDER DNCB -32-100-PPV-A,PN,PN-VE,VE,PN-VE-CYL-001,VERIN PNEUMATIQUE [Type: ISO/COMPACT] Ø[Alésage]X[Course] [Amortissement]
100800335,FESTO PNEUMATIC CYLINDER-DNCB 40-125-PPV-A,PN,PN-VE,VE,PN-VE-CYL-002,VERIN PNEUMATIQUE [Type: ISO/COMPACT] Ø[Alésage]X[Course] [Amortissement]
100800337,LIN. TRANSDUCER SCALE TLH-450 MOULD STOKE WINDSOR 180 M/C,EE,EE-CP,CP,EE-CP-LIN-004,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
100800338,LIN. TRANSDUCER SCALE TLH-600  MOULD STOKE WINDSOR 220 M/C,EE,EE-CP,CP,EE-CP-LIN-005,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
100800339,LIN. TRANSDUCER SCALE TLH-300 INJECTION STOKE WINDSOR 220 M/C,EE,EE-CP,CP,EE-CP-LIN-006,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
100800340,LIN. TRANSDUCER SCALE TLH-225 INJECTION STOKE WINDSOR 220 M/C,EE,EE-CP,CP,EE-CP-LIN-007,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
100800342,LIN. TRANSDUCER SCALE TLH-150 INJECTION STOKE WINDSOR 180 M/C,EE,EE-CP,CP,EE-CP-LIN-008,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
100800350,LG AIR COMP SOLENOID VALVE SET SOLENOID VALV + 220V COIL SET SET INCL 2PC VALVE & 2PC COIL,PN,PN-EV,EV,PN-EV-AIR-001,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
100800351,POWER SUPPLY CL-B-100-LB ARA LEAK TESTER MACHINE BIDON LEAK TEST,EE,EE-CA,CA,EE-CA-POW-002,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
100800352,ELECTROVALVE CAAP SV 252-S-N-22D ARA LEAK TEST BIDON LEAK TEST,PN,PN-EV,EV,PN-EV-ELE-001,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
100800353,GEAR MOTOR JSCC 90YT120GV22 ARA LEAK TESTER BIDON LEAK TEST,ME,ME-EN,EN,ME-EN-GEA-001,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
100800354,PLC DELTA DVP16ES2 ARA LEAK TESTER MACHINE BIDON LEAK TEST,EE,EE-AU,AU,EE-AU-DEL-001,AUTOMATE PLC [Série/Modèle] [Configuration E/S] [Alimentation]
100800355,DRIVE JSCC LAPPING GOVORNER SF120E 120W/220V ARA LEAK TEST BIDON LEAK TEST,IN,IN-VA,VA,IN-VA-DRI-001,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
100800356,"HMI DOP-B07S410, INPUT 24VDC CLASS 2/250MA ARA LEAK TESTER BIDON LEAK TEST",EE,EE-HM,HM,EE-HM-002-001,ECRAN IHM TACTILE [Taille/Pouces] [Résolution/Type] [Alimentation]
100800363,EXTENSION MODULE DELTA DVP04AD-E2 ARA LEAK TEST BIDON LEAK TEST,EE,EE-AU,AU,EE-AU-EXT-001,AUTOMATE PLC [Série/Modèle] [Configuration E/S] [Alimentation]
100800370,"24V SOLENOID COIL 40TR CHILLER NU VU CONAIR, SHELL & TUBE FOR MOLDING PLANT",CS,CS-GC,GC,CS-GC-24V-001,
100800372,"ORIFIC NO-6 TEX-12,40TR CHILR NUVU CONAIR, SHELL & TUBE FOR MOLDING PLANT",HY,HY-FL,FL,HY-FL-ORI-001,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
100800376,"ANTIFREEZE THERMOSTAT 40TR NUVU CONAIR, SHELL & TUBE FOR MOLDING PLANT",IN,IN-TE,TE,IN-TE-ANT-001,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
100800378,IR-15T2 CYLINDER AIR-1.625 AIRCYLINDER 3RD STAGE REF:3-23 OEM CODE: 37128685,PN,PN-VE,VE,PN-VE-CYL-003,VERIN PNEUMATIQUE [Type: ISO/COMPACT] Ø[Alésage]X[Course] [Amortissement]
100800383,"IR15T2 CRANKSHAFTASSY REF2-32 CRANK SHAFT BEARING KEY & NUT FOR IR 15T2, REF 2-32",ME,ME-RO,RO,ME-RO-IR1-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
100800384,BEARING 6310N WITH CIRCLIPS BEARING 6310N WITH CIRCLIPS  DEDICATED FOR INGERSOLL,ME,ME-RO,RO,ME-RO-631-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
100800387,TB 12 MODULE - WINDSOR WINDSOR 180/220  PART CODE- 21005002024,EE,EE-CA,CA,EE-CA-180-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
100800400,SIEMENS SERVO MOTOR 1FK7063 SIEMENS SERVO MOTOR SIEMENS SERVO MOTOR,EL,EL-MO,MO,EL-MO-SIE-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
100800401,SIEMENS DRIVE LT MODUL COM SIMODRIVE SIEMENS SIEMENS SIMO0DRIVE,IN,IN-VA,VA,IN-VA-SIE-001,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
100800403,"SCREEN DISK FILTER 2½""T TYPE 30M³/HR P/N CI109522921B",HY,HY-FI,FI,HY-FI-SCR-001,FILTRE HYDRAULIQUE [Type: RETOUR/ASP] [Seuil/µm] [Raccordement/Débit]
100800405,KDS335++ / MECHANICAL SEAL KIRLOSKAR PUMP BRAND,ME,ME-JO,JO,ME-JO-KDS-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100800406,DKM 200HH INJECTION M/C INJECTION UNIT SEAL KIT SET INJ UNIT CYL SEAL KIT 200 HH,ME,ME-JO,JO,ME-JO-DKM-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100800407,DKM 300HH INJ CYL SEAL KIT NJECTION UNIT CYL SEAL KIT SEAL KIT INJEC UNIT DKM 300,ME,ME-JO,JO,ME-JO-DKM-002,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100800414,WINDSOR 2CH RELAY MODULE IMRE / 1SS2/24/OM OEM 21008000041A / FOR COSMETIC MOLDING MACHINE,EL,EL-RE,RE,EL-RE-002-001,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
100801001,"HYDR HOSE 1""- L 5.1 MTR ADPTR BOTH SIDE 1""- JAGMOHAN CHILLER LINE TO MOULD MANIFOLD",PN,PN-DI,DI,PN-DI-HYD-001,DISTRIBUTEUR HYDRAULIQUE [Type] [Nbr Voies][Tiroir] [Tension Bobine]
100801006,"HEATER TUBULAR D6,5X675,1150W NEW 20/25 L NEW BIDONCAP MOULD MOULD MANIFOLD HEATER",PN,PN-DI,DI,PN-DI-012-001,DISTRIBUTEUR HYDRAULIQUE [Type] [Nbr Voies][Tiroir] [Tension Bobine]
100801007,HEATER CAP BX/SX16 20/25 L NEW DEIGN CAP MOULD HEATER CAP FOR MANIFOLD,PN,PN-DI,DI,PN-DI-020-001,DISTRIBUTEUR HYDRAULIQUE [Type] [Nbr Voies][Tiroir] [Tension Bobine]
100801008,TC 1.0X150X2 J TYPE NEW 20/25 L CAP MOULD HR MANIFOLD THERMOCOUPLE,PN,PN-DI,DI,PN-DI-001-001,DISTRIBUTEUR HYDRAULIQUE [Type] [Nbr Voies][Tiroir] [Tension Bobine]
100801009,NOZZLE HEATER BAND D30X20-100W 20/25 LTR NEW CAP NOZZLE HT J-TYPE 2 M CABLE,EL,EL-CA,CA,EL-CA-001-001,CABLE [Type] [Nbr Conducteurs]X[Section/mm²] [Matière/Blindage]
100801010,HEATER BX/SX16095 X 2M CABLE 20/25 L NEW CAP MOULD HR MANIFOLD HEATER WITH CABLE,PN,PN-DI,DI,PN-DI-020-002,DISTRIBUTEUR HYDRAULIQUE [Type] [Nbr Voies][Tiroir] [Tension Bobine]
100801020,"HYDRAULIC HOSE 1"", 2.52 M L JM MC WATER LINE CHILLER TO MC ISA CODE - R2AT16, F112216",HY,HY-FL,FL,HY-FL-HYD-002,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
100801022,HYDRAULIC U-SEAL- 100X115X9 PISTON- CLOSING CYLINDER JAGMOHAN 30L MC,ME,ME-JO,JO,ME-JO-100-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100801032,OIL FILTER(IN) - BIG OIL TANK JAGMOHAN MACHINE  MC MODEL -901484-30 LTR D/S,HY,HY-FI,FI,HY-FI-030-001,FILTRE HYDRAULIQUE [Type: RETOUR/ASP] [Seuil/µm] [Raccordement/Débit]
100801033,SEAL KIT - PNEUMATIC CYLINDER CYLINDER MODEL - MB1B40-160Z JAGMOHAN MC- 901484-30 LTR D/S,ME,ME-JO,JO,ME-JO-CYL-003,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100801034,QUICK EXHAUST- JM MACHINE BRRIT PNEUMATIC SYSTEM MC MODEL - 901484-30 LTR D/S,PN,PN-RA,RA,PN-RA-QUI-001,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100801035,SHAFT FOR SUB MOULD CYLINDER 20 LTR JERRYCAN MOULD JAGMOHAN MACHINE,HY,HY-VE,VE,HY-VE-SFT-001,VERIN HYDRAULIQUE [Type] Ø[Piston]/Ø[Tige]X[Course] [Pression Max]
100801036,OIL FILTER - OUTLET  MAIN BIG TANK JAGMOHAN MC- 901484-30 LTR D/S,HY,HY-FI,FI,HY-FI-030-002,FILTRE HYDRAULIQUE [Type: RETOUR/ASP] [Seuil/µm] [Raccordement/Débit]
100801037,SHAFT FOR SUB MOULD CYLINDER 25 LTR JERRYCAN MOULD JAGMOHAN MACHINE,HY,HY-VE,VE,HY-VE-SFT-002,VERIN HYDRAULIQUE [Type] Ø[Piston]/Ø[Tige]X[Course] [Pression Max]
100801038,"PNEUMATIC CYLINDER FESTO DGC-K-50, 1000-PPV-A-GK JM MC GRIPPER",PN,PN-VE,VE,PN-VE-CYL-004,VERIN PNEUMATIQUE [Type: ISO/COMPACT] Ø[Alésage]X[Course] [Amortissement]
100801039,OIL FILTER- PARISION PUMP JAGMOHAN MACHINE MC MODEL- 901484-30 LTR D/S,HY,HY-PO,PO,HY-PO-030-001,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
100801041,SEAL KIT - PNEUMATIC CYLINDER FESTO -DSBC-40-50-PPVA-N3  JAGMOHAN MC - 901484-30LTR D/,ME,ME-JO,JO,ME-JO-CYL-004,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100801042,PNEUMATIC CYLINDER SEAL KIT STRETCH PIN SEAL MB1B40-100Z JM MACHINE- 901484-30 LTR D/S,ME,ME-JO,JO,ME-JO-CYL-005,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100801043,SEAL KIT BLOW PIN CYLINDER SHOOTING CYLINDER- JM JAGMOHAN 30 LTR MACHINE,ME,ME-JO,JO,ME-JO-CYL-006,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100801044,SEAL KIT-CLAMP CYLINDER -JM BORE-180 X600 STROKEX120 ROD JAGMOHAN 30 LTR EBM MACHINE,ME,ME-JO,JO,ME-JO-180-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100801045,EXHAUST FAN DB150S2- DYNAMIC MOTOR JAGMOHAN 30 LTR EBM MC,EL,EL-MO,MO,EL-MO-EXH-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
100801047,PROXIMITY SWITCH- TEKNIC FG2X05APO24-2000L - EUCHNER JAGMOHAN 30 LTR EBM MACHINE,EE,EE-CP,CP,EE-CP-002-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
100801048,"SEAL KIT- SUB MOULD CYLINDER GG-25,TTI-L 25-35-7, AND D50 JAGMOHAN 30 LTR EBM MACHINE",ME,ME-JO,JO,ME-JO-CYL-007,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100801049,SEAL KIT- CARRIAGE CYLINDER JAGMOHAN 30 LTR MC HYDRAULIC SEAL KIT,ME,ME-JO,JO,ME-JO-CYL-008,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100801050,"LINEAR SCALE FOR CLAMPING- JM LT-M-0400-P-XL 0202, GEFRAN JAGMOHAN 30 LTR MACHINE",SE,SE-EC,EC,SE-EC-LIN-001,ECLAIRAGE [Type: LED/Halogènes] [Puissance/W] [Tension/V]
100801051,"LENEAR SCALE FOR PUSHOUT-JM LT-M-0225-P-XL 0202, GEFRAN JAGMOHAN 30 LTR MACHINE",EL,EL-CO,CO,EL-CO-LEN-001,CONTACTEUR [Intensité/A] BOBINE [Tension/V] [Nbr Contacts NO/NF]
100801053,"SEAL KIT-SUB MOULD-25 L GG-35, TTI-L 35-45-7, D63 JAGMOHAN 30 LTR EBM MACHINE",ME,ME-JO,JO,ME-JO-SEA-002,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100801054,"GLASS FUSE - 6.3 AMPS 220 V , 6.3 AMPS FOR CARD JAGMOHAN 30 LTR EBM MACHINE",EL,EL-FU,FU,EL-FU-GLA-002,FUSIBLE [Type: AM/GG/UR] [Taille] [Calibre/A] [Tension]
100801057,CERAMIC FUSE - 20A 250A TEMP CONTROLLER FOR 25L CAP MAC-15 TEMP CONTROLLER,EL,EL-FU,FU,EL-FU-RLR-001,FUSIBLE [Type: AM/GG/UR] [Taille] [Calibre/A] [Tension]
100801058,DELTA SERVO DRIVE ASD-B3 400W SERVO DRIVE ASD-0421-L DELTA SERVO DRIVE,IN,IN-VA,VA,IN-VA-DEL-001,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
100801061,JM HMI CP2712-0010 BECKHOFF OPERATING PANEL JM BECKHOFF PLC HMI,EE,EE-AU,AU,EE-AU-HMI-001,AUTOMATE PLC [Série/Modèle] [Configuration E/S] [Alimentation]
100821002,"LUB.OIL-INGERSOLL RAND CMPRESR T-30 DISTINCT, CASTROL",CS,CS-GC,GC,CS-GC-030-001,
100827013,CARTIDGE FILTER ELEMENT,HY,HY-FI,FI,HY-FI-CAR-001,FILTRE HYDRAULIQUE [Type: RETOUR/ASP] [Seuil/µm] [Raccordement/Débit]
100827019,HIGH PRESS BLOWING VALVE 80X25 WITH SEAL KIT,ME,ME-JO,JO,ME-JO-080-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100827020,SMC CYLINDER 40 X 75,PN,PN-VE,VE,PN-VE-040-001,VERIN PNEUMATIQUE [Type: ISO/COMPACT] Ø[Alésage]X[Course] [Amortissement]
100827021,SEAL RINGH PCO,ME,ME-JO,JO,ME-JO-SEA-003,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100827022,14MM STRETCHING & SEALING RING,ME,ME-JO,JO,ME-JO-014-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100827039,U SEAL 60 X 70 X 7  U SEAL FOR PLAT FORM UP/DOWN,ME,ME-JO,JO,ME-JO-060-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100827040,ROD AND BEARING SI 20T / K NORMAL THREAD FOR ARA 2J-2L/B DEDICATED FOR HDPE PLANT,ME,ME-RO,RO,ME-RO-20T-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
100828005,SEAL KIT PNEMATIC CYLINDER SH-DNC-40X250-PPV CYLINDER MOHE CYLINDER - ARA 8,ME,ME-JO,JO,ME-JO-040-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828013,TEMPERATURE CONTROLLER,IN,IN-TE,TE,IN-TE-RLR-001,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
100828016,PCB LEAK TESTER,EE,EE-CA,CA,EE-CA-PCB-001,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
100828017,RUBBER WASHER LEAK TESTER,ME,ME-VI,VI,ME-VI-RUB-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
100828018,PRESSURE SENSOR LEAK TESTER,IN,IN-CP,CP,IN-CP-PRE-002,CAPTEUR PRESSION [Plage/Bars] [Signal: 4-20mA/TOR] [Raccordement]
100828020,PNEUMATIC SEAL SET CYLINDER- SH-DNC-40-250-PPV-S MOHE CYLINDER- ARA 6,ME,ME-JO,JO,ME-JO-CYL-009,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828021,LIP SEAL 50X58X5/6.5 PLATFORM UP/DOWN ARA 2J12L ARA MACHINE,ME,ME-JO,JO,ME-JO-050-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828022,HYDRAULIC SEAL SHAFT SCALE 16X22X3/4 - 16X22X5 JAGMOHAN MACHINE SCALE,ME,ME-JO,JO,ME-JO-016-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828027,BEARING 29424E ZHJ,ME,ME-RO,RO,ME-RO-294-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
100828028,BEARING 22224 CAC/W33,ME,ME-RO,RO,ME-RO-222-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
100828029,BEARING 22222 PX ET,ME,ME-RO,RO,ME-RO-222-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
100828030,PUSH-IN FITTING QS-1/8-6 153002,PN,PN-RA,RA,PN-RA-001-001,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828032,PUSH-IN QSL-1/2-10 PU FITTING FESTO NO 190661 PNEUMATIC TYPE,PN,PN-RA,RA,PN-RA-001-002,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828035,PUSH-IN PU CONNECTOR QST-1/4-8 -FESTO PART NO-153005,PN,PN-RA,RA,PN-RA-001-003,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828036,PUSH-IN PU CONNECTOR QS-1/4-10- FESTO PART NO-153007,PN,PN-RA,RA,PN-RA-001-004,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828039,REDUCING PU NIPPLE NPFC-R-G12-G38-MF- FESTO PART NO-8030312,PN,PN-RA,RA,PN-RA-NPL-001,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828045,RELAIS STATIQUE POUR,EL,EL-RE,RE,EL-RE-REL-004,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
100828049,PNEUMATIC PRESSUREREDUCER 25BA,PN,PN-RA,RA,PN-RA-PNE-001,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828052,30320 BEARING TAPERED ROLLER BEARING -ID-100 OD-215W BIG GRANDING MACHINE,ME,ME-RO,RO,ME-RO-303-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
100828054,INNER BAR CHAIN ADJUST-MENT SH,ME,ME-CH,CH,ME-CH-INN-001,CHAINE ROULEAUX [Pas] [Type: SIMPLEX/DUPLEX] L=[Nbr Maillons/Longueur en mm]
100828056,JOINT EX PAND 25X33X5,ME,ME-JO,JO,ME-JO-025-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828057,HYDRLIC SEAL 90X100X6/8 LIP DHS-90 (DH-90) LIP SEAL MEGA 3980F5 CLAMP CYLINDER,ME,ME-JO,JO,ME-JO-090-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828060,TEMPERATURE CONTROLLER XMTC-7401 28 GMS PREFORM (400ML),IN,IN-TE,TE,IN-TE-RLR-002,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
100828064,TEMPERATURE CONTROLLER XMTG  800 PREFORM MOULD HOT RUNNER 28 GM PREFORM MOULD,IN,IN-TE,TE,IN-TE-RLR-003,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
100828067,AL SOCGRUB SCREW M6 X 15- PUMP WINDSOR 180/220 MACHINE WINDSOR CODE -21701310603A,ME,ME-VI,VI,ME-VI-015-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
100828068,PUMP COUPLING-(KTR-55/70) WINDSOR 180/220 HYDR PUMP WINDSOR CODE -36860350340C,HY,HY-PO,PO,HY-PO-055-001,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
100828076,"SOLID STATE RELAY-25VA - ARA8 24-380VAC, 500KOHMS 1/4W SSR MODULE - 4 POINTS",EL,EL-RE,RE,EL-RE-001-001,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
100828077,"HMI & DISPLAY -COMPLETE MEGA HMW-3980 F5, TM214722N TECHMATION - TM21K3-NA",EE,EE-HM,HM,EE-HM-HMI-001,ECRAN IHM TACTILE [Taille/Pouces] [Résolution/Type] [Alimentation]
100828082,SEAL KIT PNEUMATIC FESTO CYLINDE -DNC-50-400-PPV MEGA 880 SEMI AUTO MACHINE,ME,ME-JO,JO,ME-JO-SEA-004,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828083,PNEUMATIC SEAL KIT FESTO  CYLINDER - DNC-100-280-PPV MEGA SEMI AUTO 880 MC,ME,ME-JO,JO,ME-JO-CYL-010,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828084,PNEUMATIC SEALS KIT FESTO CYLINDER- ADVU-63-45-P  MEGA 880 SEMI AUTO MC CYLINDER,ME,ME-JO,JO,ME-JO-CYL-011,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828085,"PNEUMATIC PU NIPPLE 1/2""X10 MM T-TYPE CONNECTOR/NIPPLE MEGA BLOWING MACHINE",PN,PN-RA,RA,PN-RA-001-005,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828086,"REDUCED PNEUMATIC PU NIPPLE 3/8"" TO 1/4"" PU CONNECTOR MEGA BLOWING MACHINE",PN,PN-RA,RA,PN-RA-003-001,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828087,"PNEUMATIC PU NIPPLE 1/8""X10 MM T-TYPE CONNECTOR PU TUBE 10 MM MEGA BLOWING MACHINE",PN,PN-RA,RA,PN-RA-001-006,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828088,"PNEUMATIC REDUCED PU NIPPLE 1/4"" TO 1/8"" PU TUBE MEGA BLOWING MACHINE",PN,PN-RA,RA,PN-RA-001-007,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828091,O RING 109X3.55G GB3452.FOR HM,ME,ME-JO,JO,ME-JO-109-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828092,PISTON SEAL RING KDS115-90  HM,ME,ME-JO,JO,ME-JO-PST-002,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
100828094,POLE SEAL RING UHS75FOR HMW 22,ME,ME-JO,JO,ME-JO-POL-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
1008281000,PUSH-IN FITTING QSR-1/8-6 PART NUMBER: 15340,PN,PN-RA,RA,PN-RA-001-008,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
1008281001,PUSH-IN L-FITTING QSL-1/8-6 153046 0.95 BAR - 14 BAR,PN,PN-RA,RA,PN-RA-001-009,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
100828107,SCREW HEADFOR HMW 2280-F5 MACH,ME,ME-VI,VI,ME-VI-SCR-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
100828125,CYLINDERFOR HMW 3980-F5 PET M/,HY,HY-VE,VE,HY-VE-CYL-015,VERIN HYDRAULIQUE [Type] Ø[Piston]/Ø[Tige]X[Course] [Pression Max]
100828129,SCREW M3xpas 0.05 longueur  25mm PAS 0.05 Longueur 25mm ELECTRICAL WORKS SHOP,ME,ME-VI,VI,ME-VI-025-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
100828130,PISTON SEAL RING KDAS95-75 FOR,ME,ME-JO,JO,ME-JO-PST-003,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
